tx	gene_id	CONTROL_REP1	CONTROL_REP2	CONTROL_REP3	CONTROL_REP4
FBtr0339733	FBgn0265421	118.448	170.225	110.495	172.065
FBtr0081581	FBgn0045843	1028.636	1141.99	1062.663	1141.718
FBtr0081580	FBgn0045843	1086.636	1199.99	1120.663	1199.718
FBtr0301214	FBgn0260713	117.118	167.632	108.807	169.437
FBtr0339732	FBgn0265422	208.968	312.958	231.54	313.921
FBtr0339731	FBgn0037498	1339.636	1452.99	1373.663	1452.718
FBtr0081591	FBgn0037498	1054.636	1167.99	1088.663	1167.718
FBtr0339728	FBgn0265423	537.723	651.039	571.696	650.772
FBtr0339730	FBgn0265424	281.93	392.824	311.966	393.068
FBtr0339729	FBgn0265425	194.573	295.759	214.474	296.792
FBtr0081582	FBgn0051496	704.636	817.99	738.663	817.718
FBtr0081583	FBgn0051501	781.636	894.99	815.663	894.718
FBtr0306818	FBgn0262982	264.449	374.168	293.12	374.473
FBtr0081590	FBgn0037500	430.957	544.335	464.701	544.116
FBtr0081588	FBgn0004175	141.777	213.843	141.518	215.475
FBtr0112841	FBgn0004174	115.279	164.16	106.579	165.999
FBtr0081587	FBgn0004174	117.118	167.632	108.807	169.437
FBtr0081586	FBgn0004173	141.777	213.843	141.518	215.475
FBtr0081584	FBgn0004172	114.809	163.304	106.041	165.155
FBtr0081585	FBgn0015770	2936.636	3049.99	2970.663	3049.718
FBtr0346216	FBgn0267120	550.701	664.028	584.696	663.77
FBtr0302394	FBgn0261502	439.882	553.316	473.701	553.06
FBtr0336955	FBgn0037501	1609.636	1722.99	1643.663	1722.718
FBtr0081532	FBgn0051544	466.817	580.222	500.7	579.849
FBtr0100078	FBgn0054023	117.118	167.632	108.807	169.437
FBtr0301649	FBgn0037502	1552.636	1665.99	1586.663	1665.718
FBtr0081534	FBgn0037503	904.636	1017.99	938.663	1017.718
FBtr0081535	FBgn0011999	10.31	1.715	7.324	15.045
FBtr0309711	FBgn0263565	15.365	6.819	14.852	6.635
FBtr0309712	FBgn0263565	22	22	22	22
FBtr0309713	FBgn0263565	22	22	22	22
FBtr0081536	FBgn0011998	10.31	1.715	7.324	15.045
FBtr0343904	FBgn0266239	398.321	511.467	431.708	511.354
FBtr0081561	FBgn0012000	10.31	1.715	7.324	15.045
FBtr0081559	FBgn0037504	585.688	699.003	619.696	698.75
FBtr0081560	FBgn0043853	95.644	128.461	87.262	130.139
FBtr0091929	FBgn0065099	155.715	240.329	162.587	241.848
FBtr0081558	FBgn0012001	10.31	1.715	7.324	15.045
FBtr0305911	FBgn0015569	1635.636	1748.99	1669.663	1748.718
FBtr0289953	FBgn0015569	1835.636	1948.99	1869.663	1948.718
FBtr0305910	FBgn0015569	1689.636	1802.99	1723.663	1802.718
FBtr0302437	FBgn0261508	67.548	81.191	64.205	82.571
FBtr0302355	FBgn0015577	3129.636	3242.99	3163.663	3242.718
FBtr0302354	FBgn0015577	2899.636	3012.99	2933.663	3012.718
FBtr0081554	FBgn0037506	1100.636	1213.99	1134.663	1213.718
FBtr0081553	FBgn0015576	2320.636	2433.99	2354.663	2433.718
FBtr0081552	FBgn0017456	314.364	426.276	345.861	426.316
FBtr0081550	FBgn0015575	1691.636	1804.99	1725.663	1804.718
FBtr0081549	FBgn0015574	1510.636	1623.99	1544.663	1623.718
FBtr0090038	FBgn0027934	1019.636	1132.99	1053.663	1132.718
FBtr0307275	FBgn0015831	622.688	736.001	656.671	735.75
FBtr0307276	FBgn0015831	643.667	757.001	677.671	756.75
FBtr0081538	FBgn0003885	1654.636	1767.99	1688.663	1767.718
FBtr0307274	FBgn0261393	2164.636	2277.99	2198.663	2277.718
FBtr0081547	FBgn0261393	1428.636	1541.99	1462.663	1541.718
FBtr0081546	FBgn0015572	1423.636	1536.99	1457.663	1536.718
FBtr0339708	FBgn0015571	1400.636	1513.99	1434.663	1513.718
FBtr0310527	FBgn0015571	1552.636	1665.99	1586.663	1665.718
FBtr0300496	FBgn0015571	1508.636	1621.99	1542.663	1621.718
FBtr0081545	FBgn0015571	1499.636	1612.99	1533.663	1612.718
FBtr0310421	FBgn0015570	1815.636	1928.99	1849.663	1928.718
FBtr0081540	FBgn0015570	1632.636	1745.99	1666.663	1745.718
FBtr0081544	FBgn0015568	1797.636	1910.99	1831.663	1910.718
FBtr0346199	FBgn0267105	84.382	108.536	77.732	110.042
FBtr0333927	FBgn0083963	6324.636	6437.99	6358.663	6437.718
FBtr0301072	FBgn0083963	5314.636	5427.99	5348.663	5427.718
FBtr0339727	FBgn0265420	139.109	208.449	137.516	210.109
FBtr0305969	FBgn0051146	5365.636	5478.99	5399.663	5478.718
FBtr0081541	FBgn0051146	5680.636	5793.99	5714.663	5793.718
FBtr0339178	FBgn0265200	388.448	501.505	421.709	501.487
FBtr0081738	FBgn0037512	1199.636	1312.99	1233.663	1312.718
FBtr0339179	FBgn0037512	1494.636	1607.99	1528.663	1607.718
FBtr0306323	FBgn0262899	176.858	273.029	192.27	274.215
FBtr0310579	FBgn0262899	185.263	284.342	203.303	285.398
FBtr0343905	FBgn0266240	280.089	390.867	309.982	391.127
FBtr0081780	FBgn0037513	1035.636	1148.99	1069.663	1148.718
FBtr0081739	FBgn0037514	449.838	563.259	483.701	563.004
FBtr0081740	FBgn0037515	1525.636	1638.99	1559.663	1638.718
FBtr0339180	FBgn0037515	1092.636	1205.99	1126.663	1205.718
FBtr0339181	FBgn0037515	1239.636	1352.99	1273.663	1352.718
FBtr0081779	FBgn0037516	453.831	567.23	487.701	566.976
FBtr0306042	FBgn0037516	512.757	626.135	546.696	625.805
FBtr0273255	FBgn0042104	1082.636	1195.99	1116.663	1195.718
FBtr0081777	FBgn0042102	1241.636	1354.99	1275.663	1354.718
FBtr0113345	FBgn0042105	1183.636	1296.99	1217.663	1296.718
FBtr0113344	FBgn0042105	1033.636	1146.99	1067.663	1146.718
FBtr0081775	FBgn0042103	1161.636	1274.99	1195.663	1274.718
FBtr0081744	FBgn0037517	1538.636	1651.99	1572.663	1651.718
FBtr0081745	FBgn0037518	1184.636	1297.99	1218.663	1297.718
FBtr0114516	FBgn0042101	1010.636	1123.99	1044.663	1123.718
FBtr0081773	FBgn0037519	1632.636	1745.99	1666.663	1745.718
FBtr0344624	FBgn0037519	2247.636	2360.99	2281.663	2360.718
FBtr0081772	FBgn0037520	1106.636	1219.99	1140.663	1219.718
FBtr0331691	FBgn0037521	2950.636	3063.99	2984.663	3063.718
FBtr0331692	FBgn0037521	3013.636	3126.99	3047.663	3126.718
FBtr0081771	FBgn0037521	2635.636	2748.99	2669.663	2748.718
FBtr0081747	FBgn0051472	927.636	1040.99	961.663	1040.718
FBtr0081748	FBgn0051472	988.636	1101.99	1022.663	1101.718
FBtr0081749	FBgn0051473	655.665	768.997	689.671	768.75
FBtr0112625	FBgn0085413	6874.636	6987.99	6908.663	6987.718
FBtr0344342	FBgn0085413	6871.636	6984.99	6905.663	6984.718
FBtr0304919	FBgn0085413	6802.636	6915.99	6836.663	6915.718
FBtr0304920	FBgn0085413	6997.636	7110.99	7031.663	7110.718
FBtr0304918	FBgn0085413	8435.636	8548.99	8469.663	8548.718
FBtr0302036	FBgn0085413	5836.636	5949.99	5870.663	5949.718
FBtr0113202	FBgn0037525	5230.636	5343.99	5264.663	5343.718
FBtr0333829	FBgn0037525	5861.636	5974.99	5895.663	5974.718
FBtr0113203	FBgn0037525	2864.636	2977.99	2898.663	2977.718
FBtr0081770	FBgn0037525	2534.636	2647.99	2568.663	2647.718
FBtr0300827	FBgn0037525	2594.636	2707.99	2628.663	2707.718
FBtr0333828	FBgn0037525	2135.636	2248.99	2169.663	2248.718
FBtr0333827	FBgn0037525	2273.636	2386.99	2307.663	2386.718
FBtr0300826	FBgn0037525	1597.636	1710.99	1631.663	1710.718
FBtr0081752	FBgn0037526	1608.636	1721.99	1642.663	1721.718
FBtr0333826	FBgn0037526	2422.636	2535.99	2456.663	2535.718
FBtr0081766	FBgn0037529	967.636	1080.99	1001.663	1080.718
FBtr0081753	FBgn0260005	3325.636	3438.99	3359.663	3438.718
FBtr0081755	FBgn0260005	3432.636	3545.99	3466.663	3545.718
FBtr0081754	FBgn0260005	3412.636	3525.99	3446.663	3525.718
FBtr0339709	FBgn0260005	3431.636	3544.99	3465.663	3544.718
FBtr0339713	FBgn0037530	2966.636	3079.99	3000.663	3079.718
FBtr0339714	FBgn0037530	2945.636	3058.99	2979.663	3058.718
FBtr0339715	FBgn0037530	2725.636	2838.99	2759.663	2838.718
FBtr0081765	FBgn0037530	2746.636	2859.99	2780.663	2859.718
FBtr0081756	FBgn0024909	1935.636	2048.99	1969.663	2048.718
FBtr0114520	FBgn0024909	1163.636	1276.99	1197.663	1276.718
FBtr0081764	FBgn0004901	1776.636	1889.99	1810.663	1889.718
FBtr0304705	FBgn0004901	1779.636	1892.99	1813.663	1892.718
FBtr0081763	FBgn0014930	884.636	997.99	918.663	997.718
FBtr0339712	FBgn0014930	671.654	784.997	705.671	784.732
FBtr0081757	FBgn0014931	1485.636	1598.99	1519.663	1598.718
FBtr0304703	FBgn0014931	1677.636	1790.99	1711.663	1790.718
FBtr0304704	FBgn0037531	3073.636	3186.99	3107.663	3186.718
FBtr0300685	FBgn0037531	2659.636	2772.99	2693.663	2772.718
FBtr0339711	FBgn0037531	2656.636	2769.99	2690.663	2769.718
FBtr0081758	FBgn0002542	3217.636	3330.99	3251.663	3330.718
FBtr0309754	FBgn0261453	8.914	9.079	8.649	9.21
FBtr0330073	FBgn0000504	3295.636	3408.99	3329.663	3408.718
FBtr0330074	FBgn0000504	3684.636	3797.99	3718.663	3797.718
FBtr0081759	FBgn0000504	3684.636	3797.99	3718.663	3797.718
FBtr0339710	FBgn0000504	6615.636	6728.99	6649.663	6728.718
FBtr0081761	FBgn0000504	2912.636	3025.99	2946.663	3025.718
FBtr0081760	FBgn0000504	3301.636	3414.99	3335.663	3414.718
FBtr0081824	FBgn0037533	1795.636	1908.99	1829.663	1908.718
FBtr0331344	FBgn0037533	1801.636	1914.99	1835.663	1914.718
FBtr0331342	FBgn0037533	1945.636	2058.99	1979.663	2058.718
FBtr0332157	FBgn0037533	1872.636	1985.99	1906.663	1985.718
FBtr0300321	FBgn0010401	233.798	340.9	259.592	341.599
FBtr0300320	FBgn0010401	282.858	393.809	312.959	394.03
FBtr0331341	FBgn0010401	223.369	329.297	247.873	330.175
FBtr0300322	FBgn0259974	361.046	473.69	393.73	473.647
FBtr0081823	FBgn0037534	1648.636	1761.99	1682.663	1761.718
FBtr0335224	FBgn0037535	765.636	878.99	799.663	878.718
FBtr0081783	FBgn0037535	429.968	543.336	463.701	543.124
FBtr0301216	FBgn0266598	260.791	370.239	289.15	370.563
FBtr0310464	FBgn0266598	255.324	364.354	283.227	364.756
FBtr0335225	FBgn0037536	2836.636	2949.99	2870.663	2949.718
FBtr0335226	FBgn0037536	2812.636	2925.99	2846.663	2925.718
FBtr0335228	FBgn0037536	2821.636	2934.99	2855.663	2934.718
FBtr0308075	FBgn0037536	3051.636	3164.99	3085.663	3164.718
FBtr0081784	FBgn0037536	2824.636	2937.99	2858.663	2937.718
FBtr0335227	FBgn0037536	2650.636	2763.99	2684.663	2763.718
FBtr0308076	FBgn0037536	2662.636	2775.99	2696.663	2775.718
FBtr0081822	FBgn0037537	983.636	1096.99	1017.663	1096.718
FBtr0335231	FBgn0040524	283.789	394.795	313.953	394.994
FBtr0081821	FBgn0040524	446.857	560.278	480.701	560.038
FBtr0308078	FBgn0040524	435.904	549.326	469.701	549.106
FBtr0308077	FBgn0040524	370.796	483.609	403.721	483.577
FBtr0081785	FBgn0037538	1162.636	1275.99	1196.663	1275.718
FBtr0081820	FBgn0037539	1496.636	1609.99	1530.663	1609.718
FBtr0081786	FBgn0037540	2323.636	2436.99	2357.663	2436.718
FBtr0335229	FBgn0037541	6963.636	7076.99	6997.663	7076.718
FBtr0335230	FBgn0037541	6996.636	7109.99	7030.663	7109.718
FBtr0081817	FBgn0037541	6723.636	6836.99	6757.663	6836.718
FBtr0300917	FBgn0037541	6690.636	6803.99	6724.663	6803.718
FBtr0081818	FBgn0037541	6733.636	6846.99	6767.663	6846.718
FBtr0300916	FBgn0037541	6700.636	6813.99	6734.663	6813.718
FBtr0310412	FBgn0001255	768.636	881.99	802.663	881.718
FBtr0310411	FBgn0037543	838.636	951.99	872.663	951.718
FBtr0081787	FBgn0037543	798.636	911.99	832.663	911.718
FBtr0081816	FBgn0037544	545.714	659.031	579.696	658.772
FBtr0081788	FBgn0010812	2910.636	3023.99	2944.663	3023.718
FBtr0343906	FBgn0266241	1051.636	1164.99	1085.663	1164.718
FBtr0304644	FBgn0262362	176.858	273.029	192.27	274.215
FBtr0304643	FBgn0262362	741.636	854.99	775.663	854.718
FBtr0309894	FBgn0263596	52.874	60.374	51.874	61.318
FBtr0304645	FBgn0262363	101.491	139.23	92.885	141.014
FBtr0081789	FBgn0037546	4497.636	4610.99	4531.663	4610.718
FBtr0344726	FBgn0037546	3704.636	3817.99	3738.663	3817.718
FBtr0114328	FBgn0086052	10.482	4.877	14.098	4.703
FBtr0081790	FBgn0037547	1650.636	1763.99	1684.663	1763.718
FBtr0339720	FBgn0037547	1543.636	1656.99	1577.663	1656.718
FBtr0339721	FBgn0265418	142.634	215.635	142.743	217.242
FBtr0113204	FBgn0037548	1553.636	1666.99	1587.663	1666.718
FBtr0081792	FBgn0243512	2593.636	2706.99	2627.663	2706.718
FBtr0339722	FBgn0243512	2081.636	2194.99	2115.663	2194.718
FBtr0345278	FBgn0265419	919.636	1032.99	953.663	1032.718
FBtr0339726	FBgn0265419	915.636	1028.99	949.663	1028.718
FBtr0113205	FBgn0037549	2049.636	2162.99	2083.663	2162.718
FBtr0339725	FBgn0037550	512.757	626.135	546.696	625.805
FBtr0081815	FBgn0037550	557.701	671.028	591.696	670.769
FBtr0081794	FBgn0037551	590.688	704.002	624.693	703.75
FBtr0339723	FBgn0037551	915.636	1028.99	949.663	1028.718
FBtr0339724	FBgn0037551	1575.636	1688.99	1609.663	1688.718
FBtr0081814	FBgn0051583	11.31	2.148	4.945	15.085
FBtr0081813	FBgn0011963	10.31	1.715	7.324	15.045
FBtr0081812	FBgn0011962	10.31	1.715	7.324	15.045
FBtr0081811	FBgn0011961	10.31	1.715	7.324	15.045
FBtr0081810	FBgn0011960	10.31	1.715	7.324	15.045
FBtr0081809	FBgn0011959	10.31	1.715	7.324	15.045
FBtr0300040	FBgn0001138	3764.636	3877.99	3798.663	3877.718
FBtr0330188	FBgn0001138	3764.636	3877.99	3798.663	3877.718
FBtr0081808	FBgn0001138	3125.636	3238.99	3159.663	3238.718
FBtr0306836	FBgn0262994	92.349	122.83	84.421	124.26
FBtr0306837	FBgn0262994	130.648	193.079	126.289	194.872
FBtr0306835	FBgn0262995	160.512	247.821	169.262	249.066
FBtr0091780	FBgn0261290	262.626	372.211	291.126	372.522
FBtr0081795	FBgn0037552	1452.636	1565.99	1486.663	1565.718
FBtr0302178	FBgn0037553	1696.636	1809.99	1730.663	1809.718
FBtr0300896	FBgn0037553	1657.636	1770.99	1691.663	1770.718
FBtr0346205	FBgn0267111	6574.636	6687.99	6608.663	6687.718
FBtr0346203	FBgn0267110	923.636	1036.99	957.663	1036.718
FBtr0346204	FBgn0267109	297.984	409.539	328.909	409.546
FBtr0081797	FBgn0037554	2218.636	2331.99	2252.663	2331.718
FBtr0081798	FBgn0037554	2296.636	2409.99	2330.663	2409.718
FBtr0339606	FBgn0037554	2818.636	2931.99	2852.663	2931.718
FBtr0334315	FBgn0037555	2310.636	2423.99	2344.663	2423.718
FBtr0100368	FBgn0037555	1758.636	1871.99	1792.663	1871.718
FBtr0081807	FBgn0037555	1828.636	1941.99	1862.663	1941.718
FBtr0081806	FBgn0037556	2489.636	2602.99	2523.663	2602.718
FBtr0306301	FBgn0037556	2210.636	2323.99	2244.663	2323.718
FBtr0339607	FBgn0064126	1259.636	1372.99	1293.663	1372.718
FBtr0100545	FBgn0042182	3078.636	3191.99	3112.663	3191.718
FBtr0091720	FBgn0064126	3078.636	3191.99	3112.663	3191.718
FBtr0345322	FBgn0064126	3218.636	3331.99	3252.663	3331.718
FBtr0345323	FBgn0042182	3218.636	3331.99	3252.663	3331.718
FBtr0091719	FBgn0064126	1221.636	1334.99	1255.663	1334.718
FBtr0300372	FBgn0040528	1216.636	1329.99	1250.663	1329.718
FBtr0310081	FBgn0260386	1950.636	2063.99	1984.663	2063.718
FBtr0310080	FBgn0260386	2073.636	2186.99	2107.663	2186.718
FBtr0344713	FBgn0260386	1784.636	1897.99	1818.663	1897.718
FBtr0344714	FBgn0260386	1907.636	2020.99	1941.663	2020.718
FBtr0310082	FBgn0037560	617.688	731.001	651.671	730.75
FBtr0300631	FBgn0037560	666.654	779.997	700.671	779.75
FBtr0081867	FBgn0010173	1809.636	1922.99	1843.663	1922.718
FBtr0081827	FBgn0014861	2572.636	2685.99	2606.663	2685.718
FBtr0081866	FBgn0037561	1628.636	1741.99	1662.663	1741.718
FBtr0081828	FBgn0010433	897.636	1010.99	931.663	1010.718
FBtr0339608	FBgn0265377	168.237	260.008	180.164	261.096
FBtr0339609	FBgn0265377	140.066	210.262	138.827	211.909
FBtr0081829	FBgn0037562	357.121	469.739	389.73	469.674
FBtr0332542	FBgn0037563	643.667	757.001	677.671	756.75
FBtr0081865	FBgn0037563	796.636	909.99	830.663	909.718
FBtr0306804	FBgn0051464	416.112	529.404	449.706	529.178
FBtr0081831	FBgn0051463	949.636	1062.99	983.663	1062.718
FBtr0081864	FBgn0037565	5114.636	5227.99	5148.663	5227.718
FBtr0306806	FBgn0037565	5209.636	5322.99	5243.663	5322.718
FBtr0306805	FBgn0037565	5224.636	5337.99	5258.663	5337.718
FBtr0332541	FBgn0037565	5155.636	5268.99	5189.663	5268.718
FBtr0081832	FBgn0037566	894.636	1007.99	928.663	1007.718
FBtr0081863	FBgn0265351	899.636	1012.99	933.663	1012.718
FBtr0081862	FBgn0265101	759.636	872.99	793.663	872.718
FBtr0081861	FBgn0037569	737.636	850.99	771.663	850.718
FBtr0309672	FBgn0263550	55	55	55	1.455
FBtr0309673	FBgn0263550	24	24	24	24
FBtr0306794	FBgn0037570	1111.636	1224.99	1145.663	1224.718
FBtr0081860	FBgn0037570	1572.636	1685.99	1606.663	1685.718
FBtr0081859	FBgn0037571	609.688	723.001	643.671	722.75
FBtr0081833	FBgn0037572	584.688	698.003	618.696	697.75
FBtr0081834	FBgn0037573	1155.636	1268.99	1189.663	1268.718
FBtr0081858	FBgn0037574	1317.636	1430.99	1351.663	1430.718
FBtr0345244	FBgn0266742	281.93	392.824	311.966	393.068
FBtr0345243	FBgn0266742	697.636	810.99	731.663	810.718
FBtr0081835	FBgn0062412	627.688	741.001	661.671	740.75
FBtr0111026	FBgn0003129	2240.636	2353.99	2274.663	2353.718
FBtr0081836	FBgn0037576	868.636	981.99	902.663	981.718
FBtr0344289	FBgn0037577	271.723	382.043	301.05	382.302
FBtr0081837	FBgn0037577	294.17	405.608	324.914	405.649
FBtr0305680	FBgn0040529	248.043	356.49	275.363	357.05
FBtr0081855	FBgn0040529	298.95	410.509	329.908	410.536
FBtr0081838	FBgn0004908	332.745	444.966	364.772	444.911
FBtr0081854	FBgn0037578	1530.636	1643.99	1564.663	1643.718
FBtr0081839	FBgn0037579	267.185	377.128	296.089	377.392
FBtr0081840	FBgn0037580	2072.636	2185.99	2106.663	2185.718
FBtr0081841	FBgn0037580	2287.636	2400.99	2321.663	2400.718
FBtr0302314	FBgn0037581	1196.636	1309.99	1230.663	1309.718
FBtr0081842	FBgn0037581	1198.636	1311.99	1232.663	1311.718
FBtr0081843	FBgn0261108	2677.636	2790.99	2711.663	2790.718
FBtr0081844	FBgn0020249	1054.636	1167.99	1088.663	1167.718
FBtr0306260	FBgn0020249	1174.636	1287.99	1208.663	1287.718
FBtr0081845	FBgn0020249	1062.636	1175.99	1096.663	1175.718
FBtr0081846	FBgn0020249	1009.636	1122.99	1043.663	1122.718
FBtr0081853	FBgn0037583	1820.636	1933.99	1854.663	1933.718
FBtr0301759	FBgn0037584	743.636	856.99	777.663	856.718
FBtr0345458	FBgn0266801	5239.636	5352.99	5273.663	5352.718
FBtr0345459	FBgn0266801	5059.636	5172.99	5093.663	5172.718
FBtr0346728	FBgn0266801	5059.636	5172.99	5093.663	5172.718
FBtr0345457	FBgn0266801	3332.636	3445.99	3366.663	3445.718
FBtr0345460	FBgn0266801	8980.636	9093.99	9014.663	9093.718
FBtr0346729	FBgn0266801	8980.636	9093.99	9014.663	9093.718
FBtr0081849	FBgn0037589	207.304	311.032	229.623	312.051
FBtr0081900	FBgn0037590	847.636	960.99	881.663	960.718
FBtr0081899	FBgn0037591	844.636	957.99	878.663	957.718
FBtr0081869	FBgn0037592	1800.636	1913.99	1834.663	1913.718
FBtr0310048	FBgn0037592	1405.636	1518.99	1439.663	1518.718
FBtr0310047	FBgn0037592	1474.636	1587.99	1508.663	1587.718
FBtr0081870	FBgn0051454	1410.636	1523.99	1444.663	1523.718
FBtr0081871	FBgn0051259	1593.636	1706.99	1627.663	1706.718
FBtr0344341	FBgn0051259	2138.636	2251.99	2172.663	2251.718
FBtr0112769	FBgn0040531	162.334	250.641	171.751	251.822
FBtr0339331	FBgn0040531	113.928	161.597	105.02	163.454
FBtr0346259	FBgn0267135	118.036	169.353	109.922	171.204
FBtr0346260	FBgn0267134	174.897	270.229	189.629	271.433
FBtr0081872	FBgn0037594	913.636	1026.99	947.663	1026.718
FBtr0339330	FBgn0051453	1782.636	1895.99	1816.663	1895.718
FBtr0081898	FBgn0051453	1164.636	1277.99	1198.663	1277.718
FBtr0081897	FBgn0051450	261.707	371.227	290.134	371.54
FBtr0339327	FBgn0051460	392.391	505.499	425.709	505.418
FBtr0339329	FBgn0265318	497.769	611.181	531.696	610.834
FBtr0081873	FBgn0051460	237.294	344.806	263.541	345.44
FBtr0339328	FBgn0266916	4127.636	4240.99	4161.663	4240.718
FBtr0089973	FBgn0266916	4356.636	4469.99	4390.663	4469.718
FBtr0303603	FBgn0261929	3688.636	3801.99	3722.663	3801.718
FBtr0330144	FBgn0261929	3688.636	3801.99	3722.663	3801.718
FBtr0339322	FBgn0261929	6007.636	6120.99	6041.663	6120.718
FBtr0310300	FBgn0026399	1078.636	1191.99	1112.663	1191.718
FBtr0081895	FBgn0012028	10.31	1.715	7.324	15.045
FBtr0081894	FBgn0012027	10.31	1.715	7.324	15.045
FBtr0081893	FBgn0037601	1734.636	1847.99	1768.663	1847.718
FBtr0344337	FBgn0037601	1812.636	1925.99	1846.663	1925.718
FBtr0334320	FBgn0024326	3784.636	3897.99	3818.663	3897.718
FBtr0081892	FBgn0024326	2372.636	2485.99	2406.663	2485.718
FBtr0300443	FBgn0024326	2199.636	2312.99	2233.663	2312.718
FBtr0081878	FBgn0037602	139.592	209.36	138.16	211.004
FBtr0081890	FBgn0000447	1029.636	1142.99	1063.663	1142.718
FBtr0300442	FBgn0000447	1146.636	1259.99	1180.663	1259.718
FBtr0334317	FBgn0037603	475.798	589.2	509.7	588.836
FBtr0081879	FBgn0037603	374.72	487.553	407.716	487.552
FBtr0310655	FBgn0037603	371.772	484.604	404.721	484.573
FBtr0310656	FBgn0259992	121.568	176.268	114.491	178.274
FBtr0300441	FBgn0259992	154.508	238.483	160.958	239.99
FBtr0304002	FBgn0259992	200.871	303.341	222.005	304.324
FBtr0334319	FBgn0263231	3644.636	3757.99	3678.663	3757.718
FBtr0081888	FBgn0263231	2684.636	2797.99	2718.663	2797.718
FBtr0081887	FBgn0086679	2511.636	2624.99	2545.663	2624.718
FBtr0334318	FBgn0037606	2470.636	2583.99	2504.663	2583.718
FBtr0081880	FBgn0037606	1841.636	1954.99	1875.663	1954.718
FBtr0081881	FBgn0037607	2167.636	2280.99	2201.663	2280.718
FBtr0081886	FBgn0012026	10.31	1.715	7.324	15.045
FBtr0081885	FBgn0012025	10.31	1.715	7.324	15.045
FBtr0081884	FBgn0012024	10.31	1.715	7.324	15.045
FBtr0081882	FBgn0037607	1909.636	2022.99	1943.663	2022.718
FBtr0081883	FBgn0037607	1853.636	1966.99	1887.663	1966.718
FBtr0081901	FBgn0037608	710.636	823.99	744.663	823.718
FBtr0081953	FBgn0037609	695.636	808.99	729.663	808.718
FBtr0081902	FBgn0037610	928.636	1041.99	962.663	1041.718
FBtr0337072	FBgn0037611	490.777	604.183	524.697	603.836
FBtr0081903	FBgn0037611	487.777	601.184	521.697	600.836
FBtr0307515	FBgn0053325	639.667	753.001	673.671	752.75
FBtr0343907	FBgn0266242	162.334	250.641	171.751	251.822
FBtr0337075	FBgn0265158	126.74	186.036	121.066	187.956
FBtr0081951	FBgn0001180	3012.636	3125.99	3046.663	3125.718
FBtr0081950	FBgn0001180	2855.636	2968.99	2889.663	2968.718
FBtr0337074	FBgn0037613	2578.636	2691.99	2612.663	2691.718
FBtr0305338	FBgn0037612	785.636	898.99	819.663	898.718
FBtr0343149	FBgn0037612	1803.636	1916.99	1837.663	1916.718
FBtr0305337	FBgn0037612	1630.636	1743.99	1664.663	1743.718
FBtr0081949	FBgn0037613	288.459	399.708	318.928	399.861
FBtr0305339	FBgn0037613	342.488	454.888	374.755	454.727
FBtr0081905	FBgn0037614	1505.636	1618.99	1539.663	1618.718
FBtr0300544	FBgn0037614	1500.636	1613.99	1534.663	1613.718
FBtr0300543	FBgn0037614	2486.636	2599.99	2520.663	2599.718
FBtr0081907	FBgn0037615	1582.636	1695.99	1616.663	1695.718
FBtr0081910	FBgn0037616	1289.636	1402.99	1323.663	1402.718
FBtr0300545	FBgn0037616	1286.636	1399.99	1320.663	1399.718
FBtr0081909	FBgn0037616	1294.636	1407.99	1328.663	1407.718
FBtr0081908	FBgn0037616	1291.636	1404.99	1325.663	1404.718
FBtr0081911	FBgn0037617	891.636	1004.99	925.663	1004.718
FBtr0337073	FBgn0037617	1227.636	1340.99	1261.663	1340.718
FBtr0346112	FBgn0037617	1536.636	1649.99	1570.663	1649.718
FBtr0081912	FBgn0037618	815.636	928.99	849.663	928.718
FBtr0301194	FBgn0037619	1002.636	1115.99	1036.663	1115.718
FBtr0081948	FBgn0037620	833.636	946.99	867.663	946.718
