Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
FBgn0026252	msk	3L	+	8116179	8121579	0.0	0.0	0.0
FBgn0035231	Cct2	3L	+	1553493	1555315	0.0	0.0	0.0
FBgn0036108	Cpr67Fa1	3L	+	10889990	10890700	0.0	0.0	0.0
FBgn0052447	CG32447	3L	-	21690612	21706365	0.0	0.0	0.0
FBgn0045478	Gr64b	3L	+	4028605	4032032	0.0	0.0	0.0
FBgn0036619	Cpr72Ec	3L	-	16365894	16367340	0.0	0.0	0.0
FBgn0053766	CG33766	3L	+	22645627	22646236	0.0	0.0	0.0
FBgn0265719	CR44526	3L	+	8692703	8693191	0.0	0.0	0.0
FBgn0264554	CR43933	3L	+	21496393	21498830	0.0	0.0	0.0
FBgn0035481	CG12605	3L	-	3954251	3964771	0.0	0.0	0.0
FBgn0036484	Pex3	3L	+	15144355	15146379	0.0	0.0	0.0
FBgn0266781	CR45246	3L	+	10825144	10825601	0.0	0.0	0.0
FBgn0036125	CG6279	3L	-	11093371	11096245	0.0	0.0	0.0
FBgn0035798	frac	3L	+	7562610	7569499	0.0	0.0	0.0
FBgn0016694	Pdp1	3L	-	7811458	7867369	0.0	0.0	0.0
FBgn0042641	frc	3L	-	17428936	17433190	0.0	0.0	0.0
FBgn0020642	Lcp65Ac	3L	+	6144819	6145393	0.0	0.0	0.0
FBgn0052220	Csas	3L	-	19988027	19988947	0.0	0.0	0.0
FBgn0043865	SA-2	3L	-	1434336	1437872	0.0	0.0	0.0
FBgn0052072	Elo68alpha	3L	-	11101875	11103030	0.0	0.0	0.0
FBgn0035955	CG5194	3L	-	9008624	9009838	0.0	0.0	0.0
FBgn0267303	CR45739	3L	-	4445996	4446395	0.0	0.0	0.0
FBgn0036586	CG13070	3L	+	16263343	16264151	0.0	0.0	0.0
FBgn0036990	mRpL15	3L	-	20435110	20436209	0.0	0.0	0.0
FBgn0035488	CG11593	3L	-	4037523	4040482	0.0	0.0	0.0
FBgn0036670	CG13029	3L	+	16860622	16861838	0.0	0.0	0.0
FBgn0035331	MsR1	3L	+	2322693	2345799	0.0	0.0	0.0
FBgn0264473	CR43881	3L	+	4755605	4756142	0.0	0.0	0.0
FBgn0015586	Acp76A	3L	-	19050757	19052026	0.0	0.0	0.0
FBgn0053725	CG33725	3L	+	12482609	12486446	0.0	0.0	0.0
FBgn0035524	CG11583	3L	-	4281504	4282817	0.0	0.0	0.0
FBgn0085481	CG34452	3L	-	15686352	15687902	0.0	0.0	0.0
FBgn0037121	Rpb8	3L	+	21728932	21729694	0.0	0.0	0.0
FBgn0266689	CR45179	3L	+	16689268	16697897	0.0	0.0	0.0
FBgn0036229	CG7248	3L	+	11954083	11956780	0.0	0.0	0.0
FBgn0036263	thoc6	3L	-	12190696	12193688	0.0	0.0	0.0
FBgn0264470	CR43878	3L	-	21884511	21887039	0.0	0.0	0.0
FBgn0085292	CG34263	3L	-	265595	265908	0.0	0.0	0.0
FBgn0036491	Best4	3L	+	15298958	15300942	0.0	0.0	0.0
FBgn0262008	CG42826	3L	-	10099357	10100881	0.0	0.0	0.0
FBgn0052221	CG32221	3L	+	19834670	19836413	0.0	0.0	0.0
FBgn0052262	CG32262	3L	-	3809146	3810196	0.0	0.0	0.0
FBgn0035953	CG5087	3L	+	8998184	9002566	0.0	0.0	0.0
FBgn0020388	Gcn5	3L	-	12521129	12524014	0.0	0.0	0.0
FBgn0266991	CR45442	3L	-	11592451	11592783	0.0	0.0	0.0
FBgn0035582	CG13705	3L	+	4896864	4898470	0.0	0.0	0.0
FBgn0036368	CG10738	3L	+	13450770	13465539	0.0	0.0	0.0
FBgn0000212	brm	3L	-	15970082	15982869	0.0	0.0	0.0
FBgn0035522	CG1273	3L	+	4263719	4277778	0.0	0.0	0.0
FBgn0036799	CG13380	3L	-	18600150	18617943	0.0	0.0	0.0
FBgn0052368	CG32368	3L	+	7915437	7915846	0.0	0.0	0.0
FBgn0052191	CG32191	3L	-	17806451	17809146	0.0	0.0	0.0
FBgn0259199	Snup	3L	+	2652088	2655455	0.0	0.0	0.0
FBgn0266650	CR45157	3L	-	13032396	13033070	0.0	0.0	0.0
FBgn0035382	Or63a	3L	+	2961534	2963788	0.0	0.0	0.0
FBgn0043458	CG12084	3L	-	1490951	1496643	0.0	0.0	0.0
FBgn0036320	CG10943	3L	-	12861717	12862920	0.0	0.0	0.0
FBgn0036603	CG13062	3L	+	16314285	16315149	0.0	0.0	0.0
FBgn0267618	CR45956	3L	-	21642654	21644202	0.0	0.0	0.0
FBgn0036767	CG16775	3L	-	17885948	17886645	0.0	0.0	0.0
FBgn0052126	tRNA:CR32126	3L	+	13212365	13212436	0.0	0.0	0.0
FBgn0036796	CG18231	3L	+	18607462	18609512	0.0	0.0	0.0
FBgn0267313	CR45749	3L	+	13087491	13088588	0.0	0.0	0.0
FBgn0260434	CG42529	3L	+	19728994	19730402	0.0	0.0	0.0
FBgn0027085	Aats-leu	3L	+	4825853	4829038	0.0	0.0	0.0
FBgn0260960	Baldspot	3L	-	16648442	16661615	0.0	0.0	0.0
FBgn0259824	Hip14	3L	+	15988236	15992464	0.0	0.0	0.0
FBgn0035934	TrpA1	3L	-	8894404	8904790	0.0	0.0	0.0
FBgn0010350	CdsA	3L	+	8127762	8131675	0.0	0.0	0.0
FBgn0036489	CG7011	3L	-	15160876	15163628	0.0	0.0	0.0
FBgn0036527	CG7304	3L	+	15679720	15681470	0.0	0.0	0.0
FBgn0035620	CG5150	3L	+	5595542	5597422	0.0	0.0	0.0
FBgn0265716	CR44523	3L	-	6724902	6725279	0.0	0.0	0.0
FBgn0265746	CR44553	3L	+	12658903	12660095	0.0	0.0	0.0
FBgn0264516	CG43915	3L	+	3972899	3973784	0.0	0.0	0.0
FBgn0266136	Gyc76C	3L	-	19750943	19793569	0.0	0.0	0.0
FBgn0036614	CG4925	3L	-	16348747	16351951	0.0	0.0	0.0
FBgn0036180	CG6091	3L	-	11605436	11609465	0.0	0.0	0.0
FBgn0266688	CR45178	3L	+	13557755	13558101	0.0	0.0	0.0
FBgn0016036	mei-P22	3L	+	7244388	7245383	0.0	0.0	0.0
FBgn0001134	Grd	3L	+	17823333	17839767	0.0	0.0	0.0
FBgn0036608	CG13040	3L	-	16325083	16326757	0.0	0.0	0.0
FBgn0035771	Sec63	3L	+	7360561	7364366	0.0	0.0	0.0
FBgn0250816	AGO3	3L	+	23554593	23689640	0.0	0.0	0.0
FBgn0266989	CR45440	3L	-	5984120	5984340	0.0	0.0	0.0
FBgn0035792	CG7548	3L	-	7505540	7506217	0.0	0.0	0.0
FBgn0036204	Tim13	3L	-	11774060	11774501	0.0	0.0	0.0
FBgn0002466	sti	3L	-	12507998	12514815	0.0	0.0	0.0
FBgn0267537	CR45877	3L	+	9999831	10000867	0.0	0.0	0.0
FBgn0035421	CG12034	3L	+	3219156	3220925	0.0	0.0	0.0
FBgn0003683	term	3L	-	18592303	18593771	0.0	0.0	0.0
FBgn0003938	snRNA:U5:63BC	3L	+	3090801	3090923	0.0	0.0	0.0
FBgn0002565	Lsp2	3L	+	12129393	12131869	0.0	0.0	0.0
FBgn0265913	CR44702	3L	+	14885341	14886183	0.0	0.0	0.0
FBgn0265932	CR44721	3L	-	11323356	11323850	0.0	0.0	0.0
FBgn0262182	mir-957	3L	-	22518196	22518291	0.0	0.0	0.0
FBgn0037045	CG10584	3L	-	21030280	21031360	0.0	0.0	0.0
FBgn0035762	Rint1	3L	+	7323619	7326255	0.0	0.0	0.0
FBgn0026179	siz	3L	+	21034535	21075444	0.0	0.0	0.0
FBgn0002926	ndl	3L	-	6593938	6603366	0.0	0.0	0.0
FBgn0266649	CR45156	3L	+	4345801	4347801	0.0	0.0	0.0
FBgn0036285	toe	3L	-	12422510	12432668	0.0	0.0	0.0
FBgn0035666	Jon65Aii	3L	+	6052321	6053215	0.0	0.0	0.0
FBgn0053288	CG33288	3L	+	21427790	21433066	0.0	0.0	0.0
FBgn0040487	BobA	3L	-	14945499	14946125	0.0	0.0	0.0
FBgn0004431	LysX	3L	-	1194739	1195302	0.0	0.0	0.0
FBgn0261801	CG42747	3L	+	6400590	6485964	0.0	0.0	0.0
FBgn0035162	CG13900	3L	-	826720	833385	0.0	0.0	0.0
FBgn0266687	CR45177	3L	-	27091705	27092199	0.0	0.0	0.0
FBgn0001253	ImpE1	3L	+	8372405	8391171	0.0	0.0	0.0
FBgn0052104	CG32104	3L	-	12393804	12399322	0.0	0.0	0.0
FBgn0035909	ergic53	3L	+	8534977	8538013	0.0	0.0	0.0
FBgn0052192	CG32192	3L	+	18040317	18041738	0.0	0.0	0.0
FBgn0052279	Drsl2	3L	+	3314349	3314681	0.0	0.0	0.0
FBgn0266590	CR45115	3L	-	6865449	6866439	0.0	0.0	0.0
FBgn0052225	CG32225	3L	-	20304310	20306283	0.0	0.0	0.0
FBgn0040816	CG12521	3L	-	11847383	11847803	0.0	0.0	0.0
FBgn0035886	Jon66Ci	3L	+	8391540	8392377	0.0	0.0	0.0
FBgn0266694	CR45184	3L	-	826720	830190	0.0	0.0	0.0
FBgn0052202	CG32202	3L	+	18682184	18682860	0.0	0.0	0.0
FBgn0263239	dar1	3L	+	3626352	3653442	0.0	0.0	0.0
FBgn0036846	MESR6	3L	+	19092670	19094760	0.0	0.0	0.0
FBgn0035694	CG13299	3L	-	6231805	6232361	0.0	0.0	0.0
FBgn0052374	CG32374	3L	-	7540269	7541168	0.0	0.0	0.0
FBgn0040290	RecQ4	3L	-	8170640	8175978	0.0	0.0	0.0
FBgn0036716	CG13728	3L	-	17380026	17382728	0.0	0.0	0.0
FBgn0052379	CG32379	3L	+	7396355	7398208	0.0	0.0	0.0
FBgn0250789	alpha-Spec	3L	-	1778485	1795328	0.0	0.0	0.0
FBgn0036024	CG18180	3L	+	9641013	9641913	0.0	0.0	0.0
FBgn0036750	CG6034	3L	-	17745173	17746860	0.0	0.0	0.0
FBgn0036698	CG7724	3L	+	17055613	17058533	0.0	0.0	0.0
FBgn0264550	CR43929	3L	-	20921182	20921749	0.0	0.0	0.0
FBgn0035589	CHMP2B	3L	+	5139619	5140473	0.0	0.0	0.0
FBgn0053272	CG33272	3L	-	11510323	11510589	0.0	0.0	0.0
FBgn0025355	SuUR	3L	+	11064991	11069025	0.0	0.0	0.0
FBgn0082966	snoRNA:Psi28S-3327b	3L	+	13042944	13043083	0.0	0.0	0.0
FBgn0036196	CG11658	3L	-	11699496	11708553	0.0	0.0	0.0
FBgn0035686	Cpr65Az	3L	+	6160814	6161589	0.0	0.0	0.0
FBgn0263110	CG43367	3L	+	4193993	4224003	0.0	0.0	0.0
FBgn0026189	prominin-like	3L	-	3114450	3127724	0.0	0.0	0.0
FBgn0035669	CG6592	3L	+	6059658	6061378	0.0	0.0	0.0
FBgn0036729	CG13733	3L	-	17477795	17478926	0.0	0.0	0.0
FBgn0260643	CG42535	3L	-	10630034	10630935	0.0	0.0	0.0
FBgn0035265	CG18173	3L	-	1735853	1738106	0.0	0.0	0.0
FBgn0022774	Oat	3L	-	19647280	19649851	0.0	0.0	0.0
FBgn0037081	barc	3L	-	21420388	21433134	0.0	0.0	0.0
FBgn0036382	CG13737	3L	+	13878994	13883056	0.0	0.0	0.0
FBgn0035779	CG8562	3L	+	7398285	7399912	0.0	0.0	0.0
FBgn0036886	CG9300	3L	+	19552420	19554767	0.0	0.0	0.0
FBgn0086348	se	3L	+	8520552	8521489	0.0	0.0	0.0
FBgn0035663	CG6462	3L	+	6037111	6038188	0.0	0.0	0.0
FBgn0052484	Sk2	3L	+	3047087	3050159	0.0	0.0	0.0
FBgn0037102	CG7172	3L	-	21568059	21568898	0.0	0.0	0.0
FBgn0036178	CG14137	3L	-	11599636	11599947	0.0	0.0	0.0
FBgn0036918	CG7770	3L	+	19923671	19924688	0.0	0.0	0.0
FBgn0053769	CG33769	3L	+	22647927	22648519	0.0	0.0	0.0
FBgn0035281	Cpr62Bc	3L	-	1840281	1842084	0.0	0.0	0.0
FBgn0036832	CG18223	3L	-	18919224	18920319	0.0	0.0	0.0
FBgn0036192	Pallidin	3L	-	11689631	11691399	0.0	0.0	0.0
FBgn0036819	Dysb	3L	+	18867771	18869219	0.0	0.0	0.0
FBgn0035146	CG13893	3L	-	599094	604008	0.0	0.0	0.0
FBgn0016070	smg	3L	-	8990317	8997989	0.0	0.0	0.0
FBgn0035263	CG12035	3L	+	1724390	1725647	0.0	0.0	0.0
FBgn0259167	CG42272	3L	+	5803033	5805749	0.0	0.0	0.0
FBgn0036624	RAF2	3L	+	16386327	16390816	0.0	0.0	0.0
FBgn0035727	CG10063	3L	-	6971579	6972467	0.0	0.0	0.0
FBgn0019662	qm	3L	+	7348313	7353622	0.0	0.0	0.0
FBgn0262895	CR43250	3L	-	17033119	17033676	0.0	0.0	0.0
FBgn0036292	CG10646	3L	-	12502467	12503894	0.0	0.0	0.0
FBgn0037004	CG17637	3L	+	20504186	20505700	0.0	0.0	0.0
FBgn0035164	CG13901	3L	-	836667	837821	0.0	0.0	0.0
FBgn0036107	CG7949	3L	+	10882890	10883573	0.0	0.0	0.0
FBgn0035787	CG8543	3L	-	7469502	7470302	0.0	0.0	0.0
FBgn0041231	Gr68a	3L	+	11751305	11752474	0.0	0.0	0.0
FBgn0036361	CG10154	3L	-	13435680	13437136	0.0	0.0	0.0
FBgn0262985	CG43293	3L	+	6185189	6185853	0.0	0.0	0.0
FBgn0028429	I-2	3L	-	9834367	9836805	0.0	0.0	0.0
FBgn0264000	GluRIB	3L	+	9251978	9288522	0.0	0.0	0.0
FBgn0261565	Lmpt	3L	+	16865295	16922487	0.0	0.0	0.0
FBgn0052442	CG32442	3L	-	21528218	21529333	0.0	0.0	0.0
FBgn0037100	CapaR	3L	-	21558974	21562181	0.0	0.0	0.0
FBgn0010246	Myo61F	3L	+	1318480	1329617	0.0	0.0	0.0
FBgn0035334	CG8993	3L	+	2372199	2372876	0.0	0.0	0.0
FBgn0036028	CG16717	3L	+	9679201	9681060	0.0	0.0	0.0
FBgn0263617	CR43626	3L	+	3249340	3254504	0.0	0.0	0.0
FBgn0267614	CR45952	3L	+	21302421	21304135	0.0	0.0	0.0
FBgn0264697	CR43966	3L	+	19405539	19406013	0.0	0.0	0.0
FBgn0035147	Gale	3L	+	648555	651311	0.0	0.0	0.0
FBgn0036242	CG6793	3L	+	12042387	12044217	0.0	0.0	0.0
FBgn0036975	CG5618	3L	+	20353449	20356632	0.0	0.0	0.0
FBgn0037012	Rcd2	3L	-	20527972	20540417	0.0	0.0	0.0
FBgn0000100	RpLP0	3L	+	22075867	22077487	0.0	0.0	0.0
FBgn0035476	CG12766	3L	-	3938624	3940125	0.0	0.0	0.0
FBgn0266684	CR45174	3L	-	23690626	23691668	0.0	0.0	0.0
FBgn0036156	CG11726	3L	+	11394690	11395673	0.0	0.0	0.0
FBgn0266383	CR45025	3L	-	14322552	14326251	0.0	0.0	0.0
FBgn0014848	Eig71Eh	3L	-	15658936	15659441	0.0	0.0	0.0
FBgn0053169	CG33169	3L	+	22863864	22864496	0.0	0.0	0.0
FBgn0266918	CG32486	3L	-	3055908	3070839	0.0	0.0	0.0
FBgn0264006	dysc	3L	-	13867414	13903236	0.0	0.0	0.0
FBgn0035316	CG15878	3L	-	2210873	2212503	0.0	0.0	0.0
FBgn0035206	CG9186	3L	-	1311719	1313377	0.0	0.0	0.0
FBgn0265889	CR44678	3L	-	19678921	19680121	0.0	0.0	0.0
FBgn0086067	snoRNA:Me28S-A771	3L	-	830437	830511	0.0	0.0	0.0
FBgn0267601	CR45939	3L	-	18772086	18801312	0.0	0.0	0.0
FBgn0267469	CR45819	3L	+	3137599	3138012	0.0	0.0	0.0
FBgn0035754	MED4	3L	-	7249529	7250527	0.0	0.0	0.0
FBgn0036405	CG6833	3L	+	14051206	14052469	0.0	0.0	0.0
FBgn0266932	CR45383	3L	+	20901854	20902524	0.0	0.0	0.0
FBgn0035247	metl	3L	-	1637942	1639235	0.0	0.0	0.0
FBgn0035816	CG13685	3L	+	7747344	7750552	0.0	0.0	0.0
FBgn0082967	snoRNA:Psi28S-3327a	3L	+	13042767	13042906	0.0	0.0	0.0
FBgn0035158	CG13895	3L	-	705948	708205	0.0	0.0	0.0
FBgn0267476	CR45826	3L	-	1927623	1928152	0.0	0.0	0.0
FBgn0027057	CSN1b	3L	-	18903057	18904930	0.0	0.0	0.0
FBgn0002909	mus312	3L	+	7329132	7333471	0.0	0.0	0.0
FBgn0036433	CG9628	3L	+	14622796	14628174	0.0	0.0	0.0
FBgn0035797	CG14837	3L	-	7555780	7560037	0.0	0.0	0.0
FBgn0266947	CR45398	3L	-	14890090	14890503	0.0	0.0	0.0
FBgn0036529	pgant8	3L	+	15683872	15686598	0.0	0.0	0.0
FBgn0013469	klu	3L	-	10981171	11009188	0.0	0.0	0.0
FBgn0052475	mthl8	3L	+	22428	26308	0.0	0.0	0.0
FBgn0036128	Elo68beta	3L	-	11100675	11101698	0.0	0.0	0.0
FBgn0001099	gdl	3L	+	15509445	15511047	0.0	0.0	0.0
FBgn0259676	DNApol-alpha60	3L	-	20359833	20361585	0.0	0.0	0.0
FBgn0260442	rhea	3L	+	8545001	8574409	0.0	0.0	0.0
FBgn0052064	S-Lap4	3L	+	10490861	10492934	0.0	0.0	0.0
FBgn0261953	TfAP-2	3L	+	21586828	21613349	0.0	0.0	0.0
FBgn0266993	CR45444	3L	+	12337352	12337699	0.0	0.0	0.0
FBgn0266678	CR45168	3L	-	12514605	12515009	0.0	0.0	0.0
FBgn0004372	aly	3L	-	3024129	3026521	0.0	0.0	0.0
FBgn0264724	CR43992	3L	+	15334782	15336171	0.0	0.0	0.0
FBgn0250825	CG34241	3L	+	12127979	12128461	0.0	0.0	0.0
FBgn0035838	ldbr	3L	+	8121827	8123615	0.0	0.0	0.0
FBgn0011206	bol	3L	-	9097629	9134405	0.0	0.0	0.0
FBgn0035933	CG13309	3L	+	8810395	8811265	0.0	0.0	0.0
FBgn0267538	CR45878	3L	+	10048302	10048927	0.0	0.0	0.0
FBgn0047135	CG32276	3L	-	3197863	3199047	0.0	0.0	0.0
FBgn0035978	UGP	3L	-	9350867	9358935	0.0	0.0	0.0
FBgn0003462	Sod	3L	-	11112281	11113740	0.0	0.0	0.0
FBgn0261445	sgl	3L	-	6959554	6964758	0.0	0.0	0.0
FBgn0052404	Cpr65Aw	3L	-	6141903	6142413	0.0	0.0	0.0
FBgn0267550	CR45890	3L	+	16302544	16303531	0.0	0.0	0.0
FBgn0004623	Gbeta76C	3L	+	19687637	19689992	0.0	0.0	0.0
FBgn0262269	mir-955	3L	+	3299055	3299151	0.0	0.0	0.0
FBgn0267716	CR46049	3L	-	11474820	11475460	0.0	0.0	0.0
FBgn0086913	Rab26	3L	+	21318774	21335027	0.0	0.0	0.0
FBgn0263476	snoRNA:CG32479-b	3L	+	890270	890490	0.0	0.0	0.0
FBgn0086706	pix	3L	-	8972056	8974765	0.0	0.0	0.0
FBgn0266676	CR45166	3L	-	1322877	1324221	0.0	0.0	0.0
FBgn0052224	CR32224	3L	-	20207866	20208801	0.0	0.0	0.0
FBgn0035555	CG13720	3L	-	4498856	4500500	0.0	0.0	0.0
FBgn0265470	CR44363	3L	+	11405535	11406094	0.0	0.0	0.0
FBgn0266347	nAChRalpha4	3L	+	23206669	23287448	0.0	0.0	0.0
FBgn0035498	Fit1	3L	+	4103564	4107116	0.0	0.0	0.0
FBgn0262533	CR43087	3L	+	17874715	17876573	0.0	0.0	0.0
FBgn0037166	CG11426	3L	+	22470556	22473509	0.0	0.0	0.0
FBgn0262579	Ect4	3L	+	8063874	8108897	0.0	0.0	0.0
FBgn0035996	CG3448	3L	-	9450545	9451572	0.0	0.0	0.0
FBgn0265755	CR44562	3L	+	15190440	15190998	0.0	0.0	0.0
FBgn0000560	eg	3L	+	21808703	21817600	0.0	0.0	0.0
FBgn0011288	Snap25	3L	+	24074180	24299205	0.0	0.0	0.0
FBgn0035901	CG6745	3L	+	8510003	8513007	0.0	0.0	0.0
FBgn0052412	QC	3L	-	5900835	5902456	0.0	0.0	0.0
FBgn0023000	mth	3L	-	343378	346957	0.0	0.0	0.0
FBgn0085293	CG34264	3L	+	317084	317789	0.0	0.0	0.0
FBgn0037126	CG14567	3L	-	21737706	21738430	0.0	0.0	0.0
FBgn0035238	CG12104	3L	-	1600726	1602674	0.0	0.0	0.0
FBgn0267306	CR45742	3L	+	5334846	5335103	0.0	0.0	0.0
FBgn0028693	Rpn12	3L	+	16583028	16584022	0.0	0.0	0.0
FBgn0262461	mir-315	3L	+	18860971	18861054	0.0	0.0	0.0
FBgn0036769	Tsp74F	3L	-	17891820	17895862	0.0	0.0	0.0
FBgn0035673	CG6602	3L	+	6072139	6073539	0.0	0.0	0.0
FBgn0265959	rdgC	3L	+	20248080	20265554	0.0	0.0	0.0
FBgn0267317	CR45753	3L	-	13286388	13287186	0.0	0.0	0.0
FBgn0036612	CG4998	3L	+	16339003	16345241	0.0	0.0	0.0
FBgn0035420	CG14967	3L	-	3210992	3218920	0.0	0.0	0.0
FBgn0036973	Rbbp5	3L	-	20345736	20347942	0.0	0.0	0.0
FBgn0085283	CG34254	3L	+	18680409	18680779	0.0	0.0	0.0
FBgn0264722	CR43990	3L	-	10411907	10412377	0.0	0.0	0.0
FBgn0036022	CG8329	3L	+	9638112	9639021	0.0	0.0	0.0
FBgn0083987	snRNA:U11	3L	-	3893056	3893330	0.0	0.0	0.0
FBgn0262984	CG43292	3L	+	7475570	7476247	0.0	0.0	0.0
FBgn0265885	CR44674	3L	+	18707933	18708692	0.0	0.0	0.0
FBgn0020294	ko	3L	-	21075581	21131159	0.0	0.0	0.0
FBgn0011270	Pglym87	3R	-	12231645	12232729	0.0	0.0	0.0
FBgn0085345	CG34316	3R	+	15230585	15231686	0.0	0.0	0.0
FBgn0259685	crb	3R	+	24295078	24314541	0.0	0.0	0.0
FBgn0015279	Pi3K92E	3R	-	20628972	20634732	0.0	0.0	0.0
FBgn0264829	CG44037	3R	+	12258737	12262879	0.0	0.0	0.0
FBgn0039521	CG5402	3R	-	27502090	27502956	0.0	0.0	0.0
FBgn0002733	E(spl)mbeta-HLH	3R	-	26005046	26006023	0.0	0.0	0.0
FBgn0039598	aqrs	3R	-	28756999	28758234	0.0	0.0	0.0
FBgn0051146	Nlg1	3R	+	7658247	7694874	0.0	0.0	0.0
FBgn0039623	CG1951	3R	+	29027236	29030938	0.0	0.0	0.0
FBgn0003375	Sgs5	3R	+	17595362	17596112	0.0	0.0	0.0
FBgn0038133	Osi22	3R	+	13290629	13291846	0.0	0.0	0.0
FBgn0262382	mir-1010	3R	+	22292879	22292949	0.0	0.0	0.0
FBgn0267767	CR46098	3R	+	25137701	25138001	0.0	0.0	0.0
FBgn0041224	Gr97a	3R	-	26965124	26966485	0.0	0.0	0.0
FBgn0051326	CG31326	3R	-	14218136	14220205	0.0	0.0	0.0
FBgn0000492	Dr	3R	+	29556386	29565244	0.0	0.0	0.0
FBgn0038131	CG15888	3R	-	13284946	13286529	0.0	0.0	0.0
FBgn0039413	CG14556	3R	+	26126659	26127868	0.0	0.0	0.0
FBgn0086472	RpS25	3R	-	11215028	11216287	0.0	0.0	0.0
FBgn0260002	snoRNA:Me28S-U2134b	3R	+	5625178	5625254	0.0	0.0	0.0
FBgn0267678	CR46014	3R	+	12276604	12276932	0.0	0.0	0.0
FBgn0011919	tRNA:M2:83F	3R	-	6496039	6496111	0.0	0.0	0.0
FBgn0267198	CR45638	3R	-	16209248	16209484	0.0	0.0	0.0
FBgn0011281	Obp83a	3R	-	5972155	5975245	0.0	0.0	0.0
FBgn0016672	Ipp	3R	+	13958789	13960474	0.0	0.0	0.0
FBgn0038897	CG5849	3R	+	21740105	21744431	0.0	0.0	0.0
FBgn0267214	CR45654	3R	+	25845678	25846318	0.0	0.0	0.0
FBgn0046886	Gr98c	3R	+	27544443	27545836	0.0	0.0	0.0
FBgn0038814	CG15923	3R	-	20611251	20616901	0.0	0.0	0.0
FBgn0267217	CR45657	3R	+	25848098	25848454	0.0	0.0	0.0
FBgn0039879	Ir100a	3R	+	31800963	31802774	0.0	0.0	0.0
FBgn0027083	Aats-met	3R	-	14249043	14259991	0.0	0.0	0.0
FBgn0039405	CG14550	3R	-	26057347	26058223	0.0	0.0	0.0
FBgn0038452	CG14905	3R	-	16622735	16624717	0.0	0.0	0.0
FBgn0259704	CG42358	3R	-	19160099	19162300	0.0	0.0	0.0
FBgn0037305	CG12173	3R	-	5255444	5256681	0.0	0.0	0.0
FBgn0038271	CG3731	3R	+	14890231	14892387	0.0	0.0	0.0
FBgn0039023	CG4723	3R	-	22761440	22763711	0.0	0.0	0.0
FBgn0058198	CG40198	3R	-	4160610	4162235	0.0	0.0	0.0
FBgn0037379	CG10979	3R	+	5794705	5799994	0.0	0.0	0.0
FBgn0040600	CG13631	3R	+	24769351	24770933	0.0	0.0	0.0
FBgn0002773	Mlc2	3R	-	30171438	30174551	0.0	0.0	0.0
FBgn0037577	CG7443	3R	+	8324316	8325036	0.0	0.0	0.0
FBgn0010421	TfIIFbeta	3R	-	10766622	10767804	0.0	0.0	0.0
FBgn0267766	CR46097	3R	-	24924416	24925344	0.0	0.0	0.0
FBgn0037365	CG2104	3R	-	5690891	5693286	0.0	0.0	0.0
FBgn0039492	CG6051	3R	-	27124759	27151069	0.0	0.0	0.0
FBgn0043457	CG5180	3R	+	20557930	20559760	0.0	0.0	0.0
FBgn0011581	Ms	3R	+	24341551	24343825	0.0	0.0	0.0
FBgn0039380	CG5890	3R	+	25856154	25872670	0.0	0.0	0.0
FBgn0046763	CG17278	3R	-	21021044	21024163	0.0	0.0	0.0
FBgn0037416	Osi9	3R	+	6260211	6262105	0.0	0.0	0.0
FBgn0039152	Rootletin	3R	+	24113286	24128193	0.0	0.0	0.0
FBgn0037831	Cap-H2	3R	+	10761310	10766756	0.0	0.0	0.0
FBgn0013949	Ela	3R	+	24865350	24867651	0.0	0.0	0.0
FBgn0011668	Mst57Da	3R	-	25831575	25831899	0.0	0.0	0.0
FBgn0003889	betaTub85D	3R	-	9408383	9410282	0.0	0.0	0.0
FBgn0051097	CG31097	3R	-	25296128	25297778	0.0	0.0	0.0
FBgn0014366	noi	3R	-	5589601	5591459	0.0	0.0	0.0
FBgn0047199	CG31517	3R	+	13948420	13949742	0.0	0.0	0.0
FBgn0004778	Ccp84Af	3R	-	6689602	6690239	0.0	0.0	0.0
FBgn0052855	CG32855	3R	-	16078980	16080992	0.0	0.0	0.0
FBgn0263547	mir-4944	3R	-	10513005	10513133	0.0	0.0	0.0
FBgn0039577	CG12516	3R	-	28303631	28304605	0.0	0.0	0.0
FBgn0038074	Gnmt	3R	+	12674608	12676084	0.0	0.0	0.0
FBgn0039034	Or94b	3R	+	22989295	22990568	0.0	0.0	0.0
FBgn0051111	CG31111	3R	-	25055076	25056177	0.0	0.0	0.0
FBgn0038930	CG5778	3R	-	22085374	22086397	0.0	0.0	0.0
FBgn0015591	AstA	3R	-	24760530	24765071	0.0	0.0	0.0
FBgn0038888	CheB93a	3R	+	21407445	21408324	0.0	0.0	0.0
FBgn0000094	Anp	3R	+	30209948	30210382	0.0	0.0	0.0
FBgn0037741	CG16908	3R	-	9751088	9754686	0.0	0.0	0.0
FBgn0038217	CG14840	3R	-	14260208	14261213	0.0	0.0	0.0
FBgn0038241	CG8087	3R	-	14564323	14564805	0.0	0.0	0.0
FBgn0039118	CG10208	3R	-	23772998	23774127	0.0	0.0	0.0
FBgn0037862	CG4706	3R	+	11137177	11139742	0.0	0.0	0.0
FBgn0038947	Sar1	3R	+	22356685	22360711	0.0	0.0	0.0
FBgn0263626	CR43635	3R	-	5045207	5045948	0.0	0.0	0.0
